order_id,merchant_id,customer_name,customer_address,area,city,pincode,latitude,longitude,sku,quantity,order_value,payment_type,order_date,order_status
ORD004734,M001,Geeta Sen,"161, B Block, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.971025,77.749132,DRESS_RED_S,3,2332.96,PREPAID,2026-05-04,pending
ORD004735,M001,Anil Shetty,"#270, 4thth Cross, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.92625,77.596412,FORMAL_TROUSER_BLACK_32,1,6854.33,COD,2026-05-01,pending
ORD004736,M001,Ankur Tiwari,"Plot 98, 3rd Main Road, Kengeri, Bangalore",Kengeri,Bangalore,560060,12.905548,77.491437,KURTA_COTTON_L,1,3228.72,COD,2026-05-03,pending
ORD004737,M001,Harish Sen,"Plot 312, 2nd Main Road, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.983957,77.631159,SAREE_COTTON_BLUE,2,1406.03,PREPAID,2026-05-13,pending
ORD004738,M001,Mala Chauhan,"Apartment 212, 6thth Main, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.96184,77.669645,TSHIRT_NAVY_M,2,1819.43,COD,2026-05-05,pending
ORD004739,M001,Aditya Shah,"House 2, 5th Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.958254,77.696149,SNEAKERS_GREY_8,2,2445.38,PREPAID,2026-05-01,confirmed
ORD004740,M001,Dinesh Banerjee,"#289, 2ndth Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.955703,77.692801,TSHIRT_BLACK_M,3,4371.89,PREPAID,2026-05-09,processing
ORD004741,M001,Radha Menon,"Flat 83, 1st Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.842652,77.66401,TSHIRT_BLACK_L,2,3403.11,COD,2026-05-09,pending
ORD004742,M001,Hema Pillai,"House 340, 8th Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.962872,77.700585,HOODIE_GREY_L,3,2440.12,PREPAID,2026-05-07,pending
ORD004743,M001,Rahul Sharma,"Plot 25, 8th Main Road, Jakkur, Bangalore",Jakkur,Bangalore,560064,13.075214,77.603164,BACKPACK_GREY,3,2127.52,COD,2026-05-10,confirmed
ORD004744,M001,Rohit Mukherjee,"Plot 219, 4th Main Road, BTM Layout, Bangalore",BTM Layout,Bangalore,560076,12.918363,77.607915,TRACKPANTS_BLACK_L,3,6312.36,COD,2026-05-02,pending
ORD004745,M001,Bhavana Chowdhury,"Apartment 72, 3rdth Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.97435,77.748341,TSHIRT_NAVY_M,3,4053.87,PREPAID,2026-05-13,pending
ORD004746,M001,Sarala Mehta,"Villa 7, 8th Cross Road, Domlur, Bangalore",Domlur,Bangalore,560071,12.963984,77.635344,JEANS_BLUE_30,2,2666.18,PREPAID,2026-05-05,pending
ORD004747,M001,Sunil Malhotra,"#43, 8thth Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.962295,77.702159,WATCH_SPORT_SILVER,2,4581.97,COD,2026-05-10,pending
ORD004748,M001,Karan Das,"197, C Block, Rajajinagar, Bangalore",Rajajinagar,Bangalore,560010,12.99527,77.552141,BAG_LEATHER_BROWN,1,829.8,PREPAID,2026-05-01,pending
ORD004749,M001,Anil Krishnan,"Plot 107, 2nd Main Road, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.932801,77.675026,TRACKPANTS_BLACK_M,2,2952.62,PREPAID,2026-05-02,pending
ORD004750,M001,Gaurav Bose,"No. 89, 2nd Stage, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.963817,77.717033,FORMAL_SHIRT_BLUE_L,3,1944.83,COD,2026-05-11,pending
ORD004751,M001,Sneha Joshi,"Plot 155, 2nd Main Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.908563,77.645736,JEANS_BLACK_34,3,4587.58,COD,2026-05-04,pending
ORD004752,M001,Venkat Yadav,"232, 1st Block, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.004947,77.698902,SHOES_BLACK_8,1,4200.12,PREPAID,2026-05-13,confirmed
ORD004753,M001,Hemant Shetty,"#316, 4thth Cross, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.968079,77.715472,JEANS_BLUE_34,2,1060.24,COD,2026-05-01,confirmed
ORD004754,M001,Suma Joshi,"Plot 341, 8th Main Road, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.003203,77.696947,HOODIE_NAVY_M,2,2825.87,PREPAID,2026-05-12,pending
ORD004755,M001,Siddharth Kumar,"No. 144, C Stage, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.967966,77.716354,BAG_CANVAS_BLACK,3,3709.59,PREPAID,2026-05-13,pending
ORD004756,M001,Siddharth Ghosh,"No. 222, B Stage, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.94065,77.67666,WALLET_BROWN,3,2414.96,PREPAID,2026-05-02,pending
ORD004757,M001,Archana Chopra,"No. 171, 3rd Stage, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.963639,77.697131,WATCH_SPORT_SILVER,3,3885.41,COD,2026-05-15,pending
ORD004758,M001,Amit Rao,"340, B Block, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.955944,77.670114,TRACKPANTS_BLACK_M,3,682.76,PREPAID,2026-05-08,pending
ORD004759,M001,Vishal Singh,"Apartment 89, 1stth Main, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.962001,77.663592,PERFUME_100ML,3,847.0,PREPAID,2026-05-14,processing
ORD004760,M001,Venkat Saxena,"No. 194, A Stage, Rajajinagar, Bangalore",Rajajinagar,Bangalore,560010,12.988773,77.558756,SHOES_WHITE_8,1,3362.06,PREPAID,2026-05-07,pending
ORD004761,M001,Rehan Agarwal,"290, C Block, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.938871,77.673875,PERFUME_100ML,3,5572.42,COD,2026-05-01,pending
ORD004762,M001,Smita Dey,"Villa 190, 6th Cross Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.841502,77.65609,KURTA_COTTON_L,1,1888.83,COD,2026-05-14,processing
ORD004763,M001,Ravi Tiwari,"House 222, 7th Cross, MG Road, Bangalore",MG Road,Bangalore,560001,12.975455,77.607472,TSHIRT_WHITE_L,2,2147.22,COD,2026-05-13,confirmed
ORD004764,M001,Nirmala Dubey,"Plot 166, 2nd Main Road, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.011876,77.692302,SNEAKERS_GREY_9,3,3492.57,PREPAID,2026-05-12,pending
ORD004765,M001,Mohan Gupta,"Flat 156, 2nd Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.971657,77.715092,HOODIE_NAVY_M,2,2670.15,PREPAID,2026-05-05,pending
ORD004766,M001,Vihaan Sharma,"Villa 139, 6th Cross Road, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.958599,77.701823,WOMEN_TOP_PINK_S,3,766.59,PREPAID,2026-05-14,confirmed
ORD004767,M001,Suresh Mehta,"#166, 5thth Cross, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.842251,77.658605,SUNGLASSES_BLACK,2,4379.84,COD,2026-05-07,processing
ORD004768,M001,Sneha Chowdhury,"House 323, 8th Cross, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.909627,77.681802,SAREE_COTTON_BLUE,1,2356.98,COD,2026-05-15,pending
ORD004769,M001,Gaurav Das,"House 230, 1st Cross, KR Puram, Bangalore",KR Puram,Bangalore,560036,13.004573,77.694856,FORMAL_SHIRT_BLUE_M,1,3239.2,COD,2026-05-13,cancelled
ORD004770,M001,Ravi Ghosh,"#141, 5thth Cross, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.840418,77.658566,FORMAL_TROUSER_BLACK_34,1,3126.64,PREPAID,2026-05-03,pending
ORD004771,M001,Mala Bose,"No. 214, 2nd Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.844088,77.65884,TSHIRT_WHITE_M,1,2473.09,PREPAID,2026-05-11,confirmed
ORD004772,M001,Santosh Chowdhury,"House 267, 1st Cross, Domlur, Bangalore",Domlur,Bangalore,560071,12.959232,77.642582,WOMEN_TOP_PINK_M,1,1672.94,PREPAID,2026-05-13,processing
ORD004773,M001,Karan Prasad,"#64, 4thth Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.968956,77.747656,FORMAL_TROUSER_BLACK_34,3,4446.23,COD,2026-05-08,pending
ORD004774,M001,Keerthi Yadav,"Plot 132, 5th Main Road, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.955915,77.669938,SHOES_WHITE_9,3,1348.89,COD,2026-05-12,pending
ORD004775,M001,Meera Chowdhury,"Plot 283, 2nd Main Road, Banashankari, Bangalore",Banashankari,Bangalore,560085,12.921453,77.54482,HOODIE_NAVY_L,2,4056.98,PREPAID,2026-05-04,pending
ORD004776,M001,Vijay Ghosh,"Flat 225, 1st Main, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.957663,77.668516,TSHIRT_BLACK_L,3,4220.7,PREPAID,2026-05-01,pending
ORD004777,M001,Ananya Chatterjee,"No. 76, B Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.850127,77.664974,JEANS_BLUE_32,1,2267.11,COD,2026-05-15,pending
ORD004778,M001,Arjun Verma,"House 94, 2nd Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.96956,77.754914,CAP_NAVY,2,4170.25,PREPAID,2026-05-15,pending
ORD004779,M001,Gayatri Shetty,"Plot 340, 1st Main Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.849382,77.662747,BAG_LEATHER_BROWN,2,2501.11,PREPAID,2026-05-13,pending
ORD004780,M001,Pooja Nayak,"Flat 217, 3rd Main, Domlur, Bangalore",Domlur,Bangalore,560071,12.956593,77.636804,BAG_LEATHER_BROWN,1,2059.69,COD,2026-05-01,pending
ORD004781,M001,Swati Hegde,"147, B Block, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.963171,77.700267,HOODIE_NAVY_L,1,4157.58,PREPAID,2026-05-16,pending
ORD004782,M001,Hemant Verma,"Apartment 137, 7thth Main, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.916061,77.645105,JACKET_DENIM_L,1,4546.83,PREPAID,2026-05-11,confirmed
ORD004783,M001,Tushar Singh,"Flat 229, 2nd Main, Hebbal, Bangalore",Hebbal,Bangalore,560024,13.040412,77.600187,BACKPACK_GREY,3,4694.94,PREPAID,2026-05-04,pending
ORD004784,M001,Ankur Hegde,"Flat 299, 4th Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.962792,77.713706,TSHIRT_WHITE_M,2,4711.46,PREPAID,2026-05-06,pending
ORD004785,M001,Vijay Das,"House 239, 2nd Cross, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.96155,77.668963,JEANS_BLUE_30,1,1855.37,PREPAID,2026-05-06,pending
ORD004786,M001,Venkat Gupta,"No. 86, 1st Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.849641,77.664495,JEANS_BLUE_32,3,2947.48,PREPAID,2026-05-03,confirmed
ORD004787,M001,Indira Chatterjee,"323, 3rd Block, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.975252,77.638048,JEANS_BLUE_30,2,1897.6,PREPAID,2026-05-08,pending
ORD004788,M001,Geeta Roy,"Villa 159, 4th Cross Road, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.973419,77.754329,TSHIRT_BLACK_L,2,1912.64,PREPAID,2026-05-06,pending
ORD004789,M001,Smita Iyer,"268, 2nd Block, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.933569,77.681817,TSHIRT_NAVY_M,1,3489.58,PREPAID,2026-05-03,pending
ORD004790,M001,Nisha Pandey,"#3, 1stth Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.967726,77.75398,HOODIE_NAVY_M,3,4248.2,PREPAID,2026-05-06,pending
ORD004791,M001,Radha Tiwari,"#76, 3rdth Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.97233,77.750332,CAP_NAVY,1,2381.18,PREPAID,2026-05-02,confirmed
ORD004792,M001,Arjun Mishra,"#88, 2ndth Cross, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.965474,77.720328,TSHIRT_BLACK_L,1,2932.07,PREPAID,2026-05-15,pending
ORD004793,M001,Kavita Dey,"House 221, 7th Cross, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.937059,77.679812,TSHIRT_WHITE_M,2,832.8,PREPAID,2026-05-02,confirmed
ORD004794,M001,Rehan Joshi,"Plot 350, 8th Main Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.844457,77.66404,HOODIE_GREY_M,2,4672.97,PREPAID,2026-05-14,processing
ORD004795,M001,Mahesh Gowda,"#348, 2ndth Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.966148,77.749574,DRESS_BLUE_S,1,4348.46,PREPAID,2026-05-14,processing
ORD004796,M001,Nisha Biswas,"Flat 260, 6th Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.962436,77.715972,JACKET_DENIM_L,1,3995.4,PREPAID,2026-05-06,pending
ORD004797,M001,Meera Roy,"Apartment 212, 8thth Main, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.922415,77.598149,DRESS_RED_S,3,3227.16,PREPAID,2026-05-04,cancelled
ORD004798,M001,Nikhil Verma,"No. 31, 2nd Stage, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.934311,77.620747,FORMAL_SHIRT_BLUE_M,2,3856.39,PREPAID,2026-05-15,pending
ORD004799,M001,Suresh Sen,"Villa 170, 8th Cross Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.914184,77.647017,KURTA_COTTON_M,3,2629.06,PREPAID,2026-05-02,confirmed
ORD004800,M001,Sunanda Banerjee,"#333, 8thth Cross, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.954792,77.694697,BAG_LEATHER_BROWN,2,2733.32,COD,2026-05-16,pending
ORD004801,M001,Sarala Menon,"Flat 81, 2nd Main, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.962467,77.700385,TSHIRT_BLACK_L,2,2048.26,PREPAID,2026-05-12,pending
ORD004802,M001,Riya Tripathi,"Apartment 268, 7thth Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.974093,77.745303,SNEAKERS_GREY_8,3,3152.95,COD,2026-05-07,processing
ORD004803,M001,Krishna Roy,"Flat 86, 1st Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.841169,77.657101,DRESS_BLUE_S,3,3593.99,COD,2026-05-09,pending
ORD004804,M001,Praveen Menon,"Apartment 165, 4thth Main, Jakkur, Bangalore",Jakkur,Bangalore,560064,13.081914,77.607704,JACKET_DENIM_M,2,3241.01,PREPAID,2026-05-09,pending
ORD004805,M001,Sunanda Shah,"House 98, 8th Cross, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.982168,77.624735,BAG_LEATHER_BROWN,2,4169.86,COD,2026-05-13,pending
ORD004806,M001,Ajay Nair,"Villa 33, 1st Cross Road, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.961898,77.69922,KURTA_COTTON_M,2,4160.74,PREPAID,2026-05-15,pending
ORD004807,M001,Ganesh Chatterjee,"Apartment 204, 5thth Main, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.915958,77.645263,WOMEN_TOP_PINK_M,2,2346.13,PREPAID,2026-05-12,pending
ORD004808,M001,Kavita Sen,"159, A Block, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.939124,77.620165,TSHIRT_WHITE_M,1,4396.68,PREPAID,2026-05-11,pending
ORD004809,M001,Lata Reddy,"Plot 177, 4th Main Road, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.930908,77.624734,TSHIRT_NAVY_M,1,2072.65,PREPAID,2026-05-16,pending
ORD004810,M001,Anita Biswas,"Plot 214, 5th Main Road, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.922756,77.591315,TSHIRT_NAVY_M,3,4468.23,PREPAID,2026-05-06,pending
ORD004811,M001,Vasantha Joshi,"Apartment 15, 3rdth Main, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.931797,77.622061,WOMEN_TOP_PINK_M,1,1350.81,PREPAID,2026-05-02,pending
ORD004812,M001,Arun Rao,"54, 1st Block, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.910446,77.686543,PERFUME_100ML,1,3854.65,COD,2026-05-04,pending
ORD004813,M001,Padma Shah,"House 292, 5th Cross, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.973184,77.751718,FORMAL_TROUSER_BLACK_32,2,3526.48,COD,2026-05-04,processing
ORD004814,M001,Vikram Rao,"No. 152, 1st Stage, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.935028,77.626771,SNEAKERS_GREY_9,3,3051.84,PREPAID,2026-05-04,pending
ORD004815,M001,Lata Nair,"Flat 213, 4th Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.971957,77.753865,BELT_BLACK,2,4490.99,COD,2026-05-15,pending
ORD004816,M001,Sachin Pandey,"#2, 8thth Cross, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.847875,77.659833,JEANS_BLACK_34,3,1727.26,PREPAID,2026-05-04,pending
ORD004817,M001,Divya Saxena,"House 29, 7th Cross, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.938149,77.678256,FORMAL_SHIRT_BLUE_L,1,3557.04,COD,2026-05-09,pending
ORD004818,M001,Shruti Mukherjee,"Villa 263, 8th Cross Road, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.934735,77.675177,CAP_NAVY,1,4696.89,COD,2026-05-04,pending
ORD004819,M001,Pradeep Prasad,"Apartment 160, 4thth Main, Brookefield, Bangalore",Brookefield,Bangalore,560037,12.970406,77.715558,PERFUME_100ML,3,2613.03,COD,2026-05-07,pending
ORD004820,M001,Harish Banerjee,"No. 319, C Stage, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.959464,77.701133,KURTA_COTTON_L,2,1334.4,COD,2026-05-10,confirmed
ORD004821,M001,Ramesh Patel,"69, B Block, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.903138,77.682674,DRESS_RED_S,2,3520.37,PREPAID,2026-05-02,processing
ORD004822,M001,Vishal Sen,"House 277, 5th Cross, Vijayanagar, Bangalore",Vijayanagar,Bangalore,560040,12.967987,77.535377,SNEAKERS_GREY_9,3,4014.8,PREPAID,2026-05-03,confirmed
ORD004823,M001,Shubham Bhat,"House 239, 4th Cross, Domlur, Bangalore",Domlur,Bangalore,560071,12.962889,77.635297,WATCH_CLASSIC_BLACK,3,4584.52,COD,2026-05-03,pending
ORD004824,M001,Rajesh Chauhan,"No. 88, A Stage, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.984969,77.625473,DRESS_RED_M,1,4274.45,PREPAID,2026-05-06,pending
ORD004825,M001,Rohit Ghosh,"Flat 54, 2nd Main, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.850015,77.661622,BELT_BLACK,3,4128.52,PREPAID,2026-05-01,pending
ORD004826,M001,Suresh Roy,"302, B Block, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.917107,77.646875,WOMEN_TOP_PINK_S,3,2558.04,PREPAID,2026-05-15,pending
ORD004827,M001,Hemant Mehta,"Plot 340, 6th Main Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.911008,77.647012,CAP_NAVY,1,787.51,PREPAID,2026-05-16,processing
ORD004828,M001,Divya Pillai,"Villa 64, 8th Cross Road, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.969252,77.754319,JEANS_BLUE_34,1,3504.02,PREPAID,2026-05-01,pending
ORD004829,M001,Vijay Ghosh,"No. 284, 2nd Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.844231,77.656737,HOODIE_GREY_M,1,2635.84,PREPAID,2026-05-14,pending
ORD004830,M001,Ramesh Chopra,"Villa 333, 2nd Cross Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.911342,77.643923,WATCH_CLASSIC_BLACK,3,541.04,PREPAID,2026-05-01,processing
ORD004831,M001,Mohan Dey,"248, C Block, Koramangala, Bangalore",Koramangala,Bangalore,560034,12.931467,77.623275,SUNGLASSES_BLACK,1,977.75,PREPAID,2026-05-12,pending
ORD004832,M001,Saranya Joshi,"Villa 306, 4th Cross Road, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.915783,77.649079,JEANS_BLACK_32,2,940.44,PREPAID,2026-05-03,pending
ORD004833,M001,Mohan Gupta,"Flat 162, 2nd Main, JP Nagar, Bangalore",JP Nagar,Bangalore,560078,12.910174,77.587354,SHOES_BLACK_9,2,4576.21,PREPAID,2026-05-05,processing
ORD004834,M001,Pankaj Agarwal,"Villa 194, 6th Cross Road, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.099608,77.601246,FORMAL_TROUSER_BLACK_34,3,3702.05,COD,2026-05-07,confirmed
ORD004835,M001,Vidya Shetty,"No. 224, A Stage, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.907379,77.683765,WATCH_SPORT_SILVER,1,1204.6,PREPAID,2026-05-15,pending
ORD004836,M001,Asha Mukherjee,"Apartment 123, 5thth Main, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,12.95497,77.701644,SHOES_BLACK_8,2,2685.09,PREPAID,2026-05-15,pending
ORD004837,M001,Pankaj Kapoor,"Apartment 268, 7thth Main, Whitefield, Bangalore",Whitefield,Bangalore,560066,12.972218,77.752479,JEANS_BLACK_34,3,2460.98,PREPAID,2026-05-11,processing
ORD004838,M001,Sai Tripathi,"No. 314, 2nd Stage, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.962897,77.663177,JEANS_BLUE_30,3,4601.11,COD,2026-05-10,pending
ORD004839,M001,Swati Gowda,"House 206, 2nd Cross, Domlur, Bangalore",Domlur,Bangalore,560071,12.957923,77.640975,BAG_LEATHER_BROWN,1,733.47,PREPAID,2026-05-14,confirmed
ORD004840,M001,Sunita Mukherjee,"No. 221, 2nd Stage, Electronic City, Bangalore",Electronic City,Bangalore,560100,12.848855,77.663529,KURTA_COTTON_L,3,2295.69,COD,2026-05-16,pending
ORD004841,M001,Vivaan Gupta,"287, A Block, Domlur, Bangalore",Domlur,Bangalore,560071,12.959253,77.641082,SPORTS_TSHIRT_RED_M,2,3738.89,COD,2026-05-06,cancelled
ORD004842,M001,Radha Tiwari,"Apartment 183, 8thth Main, Indiranagar, Bangalore",Indiranagar,Bangalore,560038,12.973956,77.64481,JACKET_DENIM_L,1,4161.98,PREPAID,2026-05-02,processing
ORD004843,M001,Keerthi Verma,"Plot 231, 5th Main Road, RR Nagar, Bangalore",RR Nagar,Bangalore,560098,12.912036,77.515782,SPORTS_TSHIRT_RED_M,1,1874.87,COD,2026-05-12,pending
ORD004844,M001,Shubham Chatterjee,"Apartment 51, 6thth Main, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.912152,77.646182,JEANS_BLACK_32,2,3347.96,PREPAID,2026-05-12,pending
ORD004845,M001,Nirmala Ghosh,"No. 50, B Stage, Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,560035,12.90327,77.68082,BAG_LEATHER_BROWN,2,1613.34,COD,2026-05-04,pending
ORD004846,M001,Yash Nayak,"Apartment 166, 2ndth Main, Jayanagar, Bangalore",Jayanagar,Bangalore,560041,12.923106,77.597281,BELT_BLACK,1,3947.59,PREPAID,2026-05-03,pending
ORD004847,M001,Shobha Kamath,"Plot 253, 3rd Main Road, Jakkur, Bangalore",Jakkur,Bangalore,560064,13.081942,77.602403,SPORTS_TSHIRT_RED_M,1,1182.03,PREPAID,2026-05-13,pending
ORD004848,M001,Hemant Banerjee,"Flat 155, 1st Main, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.988894,77.68548,BELT_BLACK,3,4504.04,PREPAID,2026-05-13,pending
ORD004849,M001,Suresh Chatterjee,"Flat 299, 4th Main, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.960287,77.671269,SAREE_SILK_RED,1,3455.32,COD,2026-05-13,pending
ORD004850,M001,Neeraj Das,"7, 3rd Block, HSR Layout, Bangalore",HSR Layout,Bangalore,560102,12.914706,77.647789,JEANS_BLUE_30,1,3712.54,PREPAID,2026-05-10,confirmed
ORD004851,M001,Shalini Shah,"Apartment 19, 1stth Main, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.93883,77.678788,FORMAL_TROUSER_BLACK_32,2,1522.61,PREPAID,2026-05-14,pending
ORD004852,M001,Rahul Hegde,"No. 240, B Stage, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.993922,77.690298,BELT_BLACK,1,3353.65,COD,2026-05-07,pending
ORD004853,M001,Mahesh Menon,"Villa 110, 3rd Cross Road, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.936756,77.68067,BELT_BLACK,1,3121.76,COD,2026-05-10,processing
ORD004854,M001,Kavita Bhat,"Plot 212, 1st Main Road, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.995232,77.686845,WALLET_BROWN,1,702.84,PREPAID,2026-05-01,processing
ORD004855,M001,Sneha Verma,"Flat 184, 1st Main, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.10085,77.594612,DRESS_RED_M,1,5356.93,COD,2026-05-13,pending
ORD004856,M001,Jyoti Pillai,"Apartment 34, 1stth Main, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.985314,77.626953,HOODIE_NAVY_M,3,3608.93,COD,2026-05-12,pending
ORD004857,M001,Aditya Dey,"House 350, 5th Cross, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.991814,77.687417,DRESS_RED_S,3,4734.58,PREPAID,2026-05-11,cancelled
ORD004858,M001,Ganesh Tripathi,"Plot 142, 2nd Main Road, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.986877,77.689736,JEANS_BLUE_32,3,4812.8,PREPAID,2026-05-16,pending
ORD004859,M001,Yash Menon,"Plot 217, 1st Main Road, Mahadevapura, Bangalore",Mahadevapura,Bangalore,560048,12.994263,77.683774,JEANS_BLACK_32,1,3012.64,COD,2026-05-11,cancelled
ORD004860,M001,Seema Sen,"169, A Block, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.962209,77.665434,FORMAL_TROUSER_BLACK_32,3,4955.63,PREPAID,2026-05-12,pending
ORD004861,M001,Ganesh Hegde,"#75, 1stth Cross, Ulsoor, Bangalore",Ulsoor,Bangalore,560008,12.98433,77.62398,TSHIRT_WHITE_L,2,2856.04,PREPAID,2026-05-03,pending
ORD004862,M001,Shiva Tripathi,"Plot 47, 4th Main Road, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,13.099961,77.598431,SNEAKERS_GREY_8,2,3043.25,COD,2026-05-03,confirmed
ORD004863,M001,Usha Mukherjee,"No. 64, 1st Stage, Domlur, Bangalore",Domlur,Bangalore,560071,12.956923,77.642727,TSHIRT_BLACK_M,1,3323.26,PREPAID,2026-05-14,pending
ORD004864,M001,Shobha Bhat,"48, 3rd Block, Bellandur, Bangalore",Bellandur,Bangalore,560103,12.940053,77.681186,TSHIRT_WHITE_M,1,2731.59,PREPAID,2026-05-11,confirmed
ORD004865,M001,Akash Dubey,"Flat 145, 6th Main, Old Airport Road, Bangalore",Old Airport Road,Bangalore,560017,12.962947,77.663884,TRACKPANTS_BLACK_L,2,1888.07,PREPAID,2026-05-12,pending
